date,main_numbers,bonus_numbers,scope,winners_rank_1,winners_rank_2,winners_rank_3,winners_rank_4,winners_rank_5,winners_rank_6,winners_rank_7,winners_rank_8,winners_rank_9,winners_rank_10,winners_rank_11,winners_rank_12,winners_rank_13
2021-03-16,23 25 32 35 47,2 6,europe,0,4,6,40,628,1686,1362,25162,29856,65078,140955,446089,963090
2021-03-19,3 9 35 43 44,1 10,europe,0,4,6,26,707,1527,1820,22752,33727,88534,124513,530063,1406445
2021-03-23,2 26 29 36 49,3 9,europe,0,3,8,33,628,1756,1354,28140,30210,65288,161700,473034,990928
2021-03-26,10 12 37 49 50,3 8,europe,0,5,21,55,1013,2595,2161,40468,47140,100247,225736,716203,1509225
2021-03-30,24 27 28 29 42,4 8,europe,0,4,4,39,765,2156,1573,33349,37459,81606,182285,586711,1261780
2021-04-02,4 21 34 40 47,2 5,europe,1,1,8,44,1015,2498,2147,38360,45644,95022,220716,694744,1435512
2021-04-06,2 21 37 38 50,7 8,europe,0,3,2,20,421,982,952,15459,21900,44909,88631,354897,696508
2021-04-09,2 8 32 35 44,8 11,europe,0,3,13,26,777,1520,1662,21426,34882,76962,114624,492560,1114677
2021-04-13,16 20 31 47 50,2 8,europe,0,0,9,31,536,1318,1115,22013,24079,52748,133290,364122,804157
2021-04-16,6 11 29 40 48,5 9,europe,0,5,5,51,767,2212,1682,32527,36313,75862,180117,551262,1136433
2021-04-20,5 17 28 41 46,10 11,europe,1,3,7,28,639,1141,1568,15930,26236,69173,83399,369576,1000036
2021-04-23,3 14 15 19 29,2 8,europe,0,5,9,68,979,2697,2186,37526,41712,93109,181368,555053,1216697
2021-04-27,13 14 24 35 49,1 10,europe,0,2,1,21,490,977,1182,14222,22290,58745,75911,330528,883871
2021-04-30,1 16 24 28 46,2 11,europe,0,3,10,55,794,1872,1936,26918,38059,90986,143162,556634,1322178
2021-05-04,3 10 13 28 46,4 11,europe,0,3,12,32,670,1366,1802,18248,29362,76213,91973,404486,1014527
2021-05-07,14 22 33 38 47,8 9,europe,1,4,8,39,1031,1687,2125,23019,41841,85768,126706,567932,1177496
2021-05-11,14 25 34 43 46,5 6,europe,0,1,5,19,498,998,1005,15462,22890,46031,88416,338989,674594
2021-05-14,6 16 18 29 38,6 11,europe,0,4,7,32,800,1732,1830,24464,35541,80947,116601,491563,1134203
2021-05-18,5 13 38 39 40,4 12,europe,0,1,2,18,460,900,1138,14120,21583,55601,75896,330144,869002
2021-05-21,2 9 13 15 35,3 10,europe,0,5,5,43,842,1830,2005,25929,39484,94556,133141,561023,1318698
2021-05-25,1 21 26 30 38,2 8,europe,0,0,3,28,550,1669,1136,25385,27184,57873,139240,403152,872777
2021-05-28,11 13 16 34 40,1 12,europe,0,4,8,23,667,1460,1812,21591,31367,89013,119317,476856,1364346
2021-06-01,3 10 26 35 44,6 7,europe,0,4,14,26,772,1508,1527,22450,33487,66919,124879,479419,954097
2021-06-04,7 20 36 40 46,2 4,europe,1,3,15,69,1181,2623,2458,41510,54563,118452,232145,843437,1836279
2021-06-08,2 11 26 36 47,7 9,europe,0,3,3,29,521,1302,1101,20252,24558,48064,113013,367540,721818
2021-06-11,9 17 21 33 39,7 11,europe,1,7,17,68,1160,2095,2449,26487,43854,93506,128929,551033,1189088
2021-06-15,11 21 26 30 31,2 3,europe,0,2,6,32,727,1243,1339,16157,30482,58911,83088,400903,771992
2021-06-18,11 20 27 30 41,3 5,europe,0,7,8,61,916,2570,1808,33949,40030,76478,171005,554561,1061478
2021-06-22,6 24 26 27 41,3 8,europe,0,1,3,26,537,1503,1098,22412,25742,53604,121431,386296,801213
2021-06-25,1 29 30 33 36,3 12,europe,0,0,7,24,523,1177,1203,18343,26737,63393,100417,432899,1049471
2021-06-29,6 12 20 24 48,5 6,europe,0,5,5,55,1139,1745,1863,21751,36620,66073,104567,464731,881402
2021-07-02,9 14 29 38 49,7 10,europe,1,2,7,41,969,2020,2069,27338,42415,94868,145272,590518,1317318
2021-07-06,2 5 21 27 42,9 11,europe,1,2,6,23,584,1103,1417,15104,25950,63521,76100,356761,870053
2021-07-09,6 19 36 37 49,4 11,europe,0,2,5,31,577,1306,1318,18096,25590,61276,98577,393624,959979
2021-07-13,5 6 8 11 22,3 4,europe,1,5,17,67,1233,1676,2587,19398,38766,81167,87429,458457,924406
2021-07-16,5 16 42 47 49,3 11,europe,0,5,4,28,544,1262,1144,18008,25421,56981,100104,390232,888347
2021-07-20,3 12 19 41 48,6 9,europe,0,4,5,28,495,1445,1131,20443,24133,51440,106277,357031,760337
2021-07-23,23 24 26 34 50,2 4,europe,0,0,7,32,527,1459,1203,22745,29694,62673,128849,469135,982592
2021-07-27,5 9 19 21 25,10 12,europe,0,4,22,29,701,1136,3077,14194,26730,101650,68940,336665,1154418
2021-07-30,10 23 33 35 37,5 10,europe,0,2,10,37,829,1766,1737,24831,34600,77234,131983,502696,1133827
2021-08-03,17 21 23 45 46,7 11,europe,0,3,7,28,570,1367,1262,21882,28177,59138,108734,424487,913172
2021-08-06,7 14 21 26 32,4 12,europe,0,8,17,34,1156,1663,3552,22313,43955,121748,113718,548208,1458856
2021-08-10,9 37 47 48 49,2 7,europe,0,0,5,27,541,1464,1159,24538,27053,57882,146686,414997,862282
2021-08-13,6 12 44 47 49,8 12,europe,1,5,3,44,935,2008,2148,30340,45411,108054,164079,698112,1697705
2021-08-17,12 31 41 42 47,4 6,europe,0,1,6,17,396,1062,879,16616,19110,40811,97577,298416,655080
2021-08-20,3 9 19 20 23,9 11,europe,0,6,12,42,1309,1844,2801,23380,46025,106470,106081,554276,1305852
2021-08-24,19 21 36 44 50,3 10,europe,0,1,4,14,513,1088,1101,15634,28240,56666,87604,337024,771144
2021-08-27,2 3 31 46 50,8 12,europe,0,0,6,29,514,1212,1287,18015,26816,64454,98442,420407,1043071
2021-08-31,5 13 17 32 43,2 10,europe,3,2,12,32,720,1348,1859,18459,29147,73331,91842,398312,980564
2021-09-03,5 7 13 29 35,3 7,europe,0,12,7,114,1349,4933,2062,57297,52470,86583,228457,630803,1128625
2021-09-07,7 19 35 42 43,7 9,europe,1,3,7,41,654,1719,1271,24562,27743,50390,121431,396556,727146
2021-09-10,1 6 7 18 28,2 8,europe,0,5,16,86,1028,2859,2343,36393,40988,92523,163738,531205,1163970
2021-09-14,12 18 35 38 45,2 8,europe,0,3,1,24,475,1384,1019,21603,22064,47353,119659,334955,719187
2021-09-17,5 7 8 10 34,1 9,europe,0,2,13,62,887,2384,2032,29898,40330,96460,141575,551567,1291010
2021-09-21,20 25 26 30 38,2 8,europe,0,2,3,30,621,1692,1168,24791,26134,56056,136014,388839,842501
2021-09-24,2 12 20 27 41,10 12,europe,0,5,13,51,1327,2540,3929,36399,58376,165561,187120,804602,2298981
2021-09-28,6 7 12 33 39,1 7,europe,0,4,1,47,964,2467,2137,37666,49107,103133,188980,725287,1518558
2021-10-01,1 15 19 26 48,6 12,europe,0,7,16,54,1267,2540,3003,36320,54580,137241,190019,798724,2008099
2021-10-05,11 13 14 36 45,7 9,europe,0,1,4,61,978,2802,2054,44193,50287,100508,235077,783281,1560164
2021-10-08,1 10 23 42 46,3 5,europe,0,9,23,78,1547,4027,3194,62333,72563,151970,343913,1094972,2257847
2021-10-12,6 13 22 45 49,10 11,europe,0,9,25,78,1567,3035,3971,44764,70710,178170,237961,1020988,2584226
2021-10-15,21 26 31 34 49,2 5,europe,1,7,13,97,1630,4413,3579,68202,82993,178081,384869,1290335,2730160
2021-10-19,4 20 36 40 41,1 6,europe,0,4,5,27,447,981,996,15725,20587,47669,90618,327664,750694
2021-10-22,12 17 22 33 39,2 12,europe,0,2,12,26,865,1471,2286,20875,36139,96218,102778,505361,1286325
2021-10-26,12 15 20 42 44,1 2,europe,0,3,6,23,745,1115,1232,16605,26132,58287,87663,394546,884029
2021-10-29,10 15 28 32 49,3 9,europe,0,5,6,54,868,2259,1762,33767,38760,80265,187159,567616,1184940
2021-11-02,2 3 17 29 43,1 4,europe,0,2,9,23,666,1306,1511,18106,28511,67606,94282,412990,969695
2021-11-05,2 12 25 30 41,8 11,europe,0,5,11,30,885,1654,2206,23785,38610,94863,126840,548191,1327463
2021-11-09,17 25 26 33 36,1 8,europe,0,1,8,23,588,1431,1475,20724,29969,72476,112801,444087,1047359
2021-11-12,2 9 15 47 50,6 9,europe,0,3,10,38,879,2252,1786,36380,41559,89086,190793,631438,1347420
2021-11-16,9 19 21 32 36,3 4,europe,0,4,9,31,924,1727,1826,24055,40494,80527,125935,572426,1150170
2021-11-19,22 26 38 47 50,2 6,europe,0,2,5,49,858,2424,2266,36558,43673,95105,205647,644602,1404040
2021-11-23,17 21 36 42 46,7 10,europe,0,2,8,40,831,1796,1819,25664,36160,78528,141863,534870,1170306
2021-11-26,1 20 41 42 50,3 7,europe,1,7,7,42,927,2410,2039,43207,43094,95975,279019,684207,1461450
2021-11-30,19 20 26 33 43,1 4,europe,0,1,3,23,493,1049,1105,16002,23029,53637,86639,352475,826573
2021-12-03,21 22 29 32 46,9 10,europe,0,6,9,45,1029,2095,2401,31282,50869,116931,168029,774721,1816954
2021-12-07,22 31 38 46 47,7 11,europe,1,2,8,38,744,1666,1596,26098,36010,77524,147002,534527,1156075
2021-12-10,11 21 33 38 42,2 8,europe,0,1,9,51,858,2416,1868,34309,36195,78448,177263,511808,1114785
2021-12-14,19 21 37 47 48,3 6,europe,0,2,5,28,535,1278,1122,20117,23986,50934,115410,372695,779628
2021-12-17,1 2 15 30 35,2 7,europe,0,0,5,48,751,2196,1409,34116,35775,70036,186957,547917,1072072
2021-12-21,12 17 21 34 38,2 3,europe,0,9,12,42,931,1477,1810,20595,37634,70096,104598,501404,956524
2021-12-24,2 26 28 34 41,5 10,europe,0,2,7,32,722,1653,1652,27096,35790,82458,151724,560096,1282198
2021-12-28,4 6 15 17 29,9 12,europe,1,5,20,29,855,1266,2372,17231,33956,90446,87730,447127,1159648
2021-12-31,7 22 25 43 49,6 7,europe,1,13,14,63,1422,2488,2843,33903,52251,97175,175632,729226,1384192
2022-01-04,18 28 35 36 41,6 11,europe,0,0,4,15,441,914,986,14142,19243,44666,78161,294292,700245
2022-01-07,2 14 37 44 50,7 11,europe,0,4,3,35,697,1521,1496,22200,30889,71317,123601,457480,1021956
2022-01-11,4 23 32 33 44,9 12,europe,0,4,7,24,601,1011,1613,14452,27126,71603,76170,370274,949409
2022-01-14,6 17 25 31 46,9 12,europe,0,7,11,33,770,1386,2062,20404,35096,88805,105704,495606,1256717
2022-01-18,3 12 19 24 30,2 5,europe,1,7,13,80,1255,2755,2525,30831,45913,90734,141146,541879,1081853
2022-01-21,5 14 35 36 39,7 12,europe,0,3,14,59,1208,2442,2897,38943,56740,131061,215662,879290,2027241
2022-01-25,6 16 18 39 47,2 4,europe,0,2,5,20,521,1197,1193,18475,24959,53056,103012,379068,806852
2022-01-28,10 25 29 34 45,9 10,europe,0,2,8,26,728,1332,1664,20463,34148,77190,107585,514161,1184365
2022-02-01,1 19 36 38 49,6 9,europe,0,2,2,29,524,1442,1195,21962,25874,55604,124262,400084,861844
2022-02-04,3 25 38 43 49,3 7,europe,1,9,11,83,1325,4334,2796,68027,63476,128892,378974,951638,1915122
2022-02-08,6 20 34 37 43,7 10,europe,0,3,1,19,495,1002,1039,14890,20518,46707,86129,322187,718892
2022-02-11,13 18 38 42 45,7 11,europe,1,3,7,33,746,1627,1720,24950,34601,75151,133275,511434,1115721
2022-02-15,9 20 31 33 44,2 12,europe,0,2,9,22,464,979,1394,13358,21957,56956,69371,318971,814913
2022-02-18,25 38 41 43 50,6 10,europe,0,2,5,31,533,1351,1396,19585,27049,64231,109089,403027,962264
2022-02-22,5 9 14 26 32,3 7,europe,0,3,3,77,799,2694,1490,35158,33685,65678,174133,457147,889711
2022-02-25,10 13 24 30 42,1 5,europe,0,4,6,39,1070,2060,2232,28930,43199,93110,141194,582386,1257206
2022-03-01,8 24 26 39 42,3 5,europe,0,5,11,46,723,1742,1497,24968,29894,59918,132283,422388,842682
2022-03-04,6 20 40 42 43,10 12,europe,1,2,6,29,605,1220,1487,19512,28323,74154,105583,426633,1184843
2022-03-08,12 18 21 25 31,2 9,europe,0,4,16,46,825,1651,1715,21459,31873,65731,104736,409157,848061
2022-03-11,12 19 22 23 48,2 6,europe,0,1,10,50,822,2509,1741,34390,39716,82995,161325,571093,1180456
2022-03-15,1 2 12 19 26,2 8,europe,0,0,8,87,1051,2705,1858,30929,36928,72137,138426,442888,907842
2022-03-18,1 9 14 17 43,6 12,europe,2,2,4,41,706,1475,1877,20381,33136,89281,106380,473322,1262098
2022-03-22,7 17 21 29 40,8 11,europe,0,3,12,22,629,1078,1634,14982,26797,66812,72714,352656,870083
2022-03-25,6 10 24 27 29,5 12,europe,0,1,15,30,1033,1519,2571,21028,40218,99544,105464,529199,1295523
2022-03-29,8 11 33 42 43,6 11,europe,0,5,7,17,515,1021,1190,16431,22684,53313,86320,338438,807430
2022-04-01,2 7 21 31 45,4 10,europe,0,2,9,37,810,1607,2085,22986,35148,91275,118816,503421,1277295
2022-04-05,1 11 13 24 49,5 6,europe,0,4,8,42,825,1567,1651,20735,34174,69799,101715,461263,926680
2022-04-08,1 15 16 38 45,4 11,europe,0,0,5,34,610,1447,1456,21524,29759,72027,119901,471896,1146720
2022-04-12,21 30 31 35 47,2 10,europe,0,1,4,19,470,1116,1075,17129,23046,55100,96434,364947,873641
2022-04-15,6 24 30 32 48,5 6,europe,0,1,8,45,928,1908,1754,26410,39470,77433,140945,572191,1122181
2022-04-19,2 12 17 28 46,6 10,europe,0,2,5,45,770,1615,1906,21749,33018,83185,110648,455485,1142793
2022-04-22,6 11 21 35 36,1 9,europe,0,5,9,56,992,2289,2257,34473,45706,105901,184360,674804,1559220
2022-04-26,4 25 28 34 45,8 11,europe,0,3,5,36,797,1693,1753,25263,36848,84377,136157,560118,1301549
2022-04-29,10 11 20 36 37,3 7,europe,0,1,9,75,1100,4020,2513,68076,57714,119581,374753,900439,1835388
2022-05-03,8 20 26 47 48,3 8,europe,0,4,5,47,892,2459,1852,38194,43316,90377,208019,664875,1383542
2022-05-06,3 8 18 24 40,3 11,europe,0,5,16,89,1691,3394,3801,46528,73930,165872,234573,989228,2237066
2022-05-10,3 25 27 28 29,4 9,europe,1,6,11,71,1534,3546,3287,56158,65036,144748,305303,946218,2100825
2022-05-13,3 11 17 45 48,4 8,europe,0,5,8,57,766,2190,1846,32898,38410,88536,173927,573450,1298894
2022-05-17,5 28 30 48 49,5 11,europe,0,2,2,19,447,1070,924,16535,22610,48320,90264,347142,756950
2022-05-20,8 22 23 32 50,3 9,europe,0,3,6,51,749,2042,1549,32205,35345,76630,170398,530839,1128168
2022-05-24,10 13 27 36 37,2 10,europe,1,1,3,34,541,1277,1316,18138,25446,60944,93118,375666,898612
2022-05-27,15 23 28 34 48,3 5,europe,0,4,9,41,737,1955,1421,29864,33243,63461,159182,490862,945421
2022-05-31,3 10 13 42 49,3 9,europe,0,4,2,52,690,2030,1179,29855,30324,56635,132089,425458,820737
2022-06-03,12 28 29 34 48,9 11,europe,0,2,3,23,563,1322,1452,19667,30360,71744,106808,459619,1086312
2022-06-07,6 16 17 25 31,2 6,europe,0,5,12,47,878,2118,1575,25851,32464,64639,124247,431683,884753
2022-06-10,17 26 36 37 40,9 12,europe,1,1,4,29,646,1253,1776,18083,29222,71030,99015,437591,1088946
2022-06-14,2 7 27 34 40,3 11,europe,0,4,8,21,499,1110,1176,15940,23068,55124,83711,346130,795376
2022-06-17,19 21 22 31 38,7 11,europe,0,1,17,64,1257,3032,2568,42883,59242,128636,222710,872854,1904166
2022-06-21,6 23 36 39 47,8 10,europe,0,3,8,38,919,1721,2078,24873,37137,86514,135871,538912,1270534
2022-06-24,10 17 28 44 50,8 12,europe,0,2,9,55,1264,2286,3134,31353,55816,131618,160498,749465,1841469
2022-06-28,10 35 42 47 48,2 11,europe,0,5,6,32,816,1674,1737,27324,35380,81596,158205,549223,1272807
2022-07-01,6 18 24 34 46,3 12,europe,0,4,18,80,1386,2460,3286,36778,59403,140590,192169,841034,1998110
2022-07-05,7 10 25 45 48,3 6,europe,0,8,6,61,1318,3044,2911,46292,59701,129049,247828,873761,1869390
2022-07-08,28 31 35 43 46,4 7,europe,0,9,19,90,1566,3945,3424,59724,69278,149123,345994,1051572,2217981
2022-07-12,14 18 24 25 50,6 11,europe,0,5,10,47,1314,2889,2986,43803,60640,143449,237936,914593,2152649
2022-07-15,9 17 29 38 39,7 10,europe,0,14,14,107,2251,4163,4949,54892,86203,191410,282715,1140157,2538124
2022-07-19,6 23 27 40 41,2 12,europe,1,5,10,67,1276,2639,3133,37647,58277,142338,199892,857757,2091175
2022-07-22,16 18 29 32 50,4 11,europe,0,0,9,32,779,1719,1847,25769,36344,84710,133912,532663,1262564
2022-07-26,3 5 17 25 27,1 9,europe,0,5,16,43,1018,2020,2530,24340,38350,90657,108805,466657,1093742
2022-07-29,3 23 38 43 48,3 8,europe,1,3,9,52,886,2530,1674,32761,39072,73325,173838,528289,1053160
2022-08-02,7 18 28 40 48,8 11,europe,0,4,3,28,624,1233,1374,16037,27347,58837,82240,358935,834701
2022-08-05,3 29 33 35 44,8 10,europe,0,3,5,43,594,1343,1444,19596,29962,72826,106863,449494,1086210
2022-08-09,18 19 21 27 47,5 11,europe,0,1,5,22,553,1356,1267,19501,28461,64345,99093,419668,943205
2022-08-12,14 17 34 35 42,6 10,europe,0,1,5,33,779,1605,1913,22802,33419,80193,119960,471237,1146192
2022-08-16,10 14 25 32 39,7 8,europe,0,1,8,32,688,1283,1353,18294,29745,56424,98087,432022,825623
2022-08-19,2 9 13 19 38,2 6,europe,0,8,11,58,1092,2913,2104,38526,48895,97525,176398,638876,1328725
2022-08-23,19 26 31 39 48,2 3,europe,0,0,5,22,688,1150,1299,18375,29118,59930,106314,444562,893378
2022-08-26,22 23 25 38 44,11 12,europe,0,6,9,36,761,1559,2228,22218,36246,103764,117951,526132,1503262
2022-08-30,4 6 10 15 19,1 4,europe,0,6,18,44,1507,2278,2787,28293,48513,102550,128023,574500,1287400
2022-09-02,7 12 13 20 45,3 12,europe,1,5,17,40,1227,2083,2875,29649,55173,129049,150508,747913,1778737
2022-09-06,7 10 22 29 44,4 5,europe,0,8,8,38,916,1529,1868,20167,36811,73191,98756,465267,933795
2022-09-09,17 23 24 26 27,4 9,europe,0,7,11,71,1547,3846,3427,57158,65480,147134,282824,935906,2053887
2022-09-13,9 12 15 40 47,1 11,europe,0,2,9,31,725,1694,1813,23218,35047,91240,126596,529536,1375378
2022-09-16,10 27 36 45 49,3 4,europe,0,6,7,38,1121,2009,2347,31691,50031,105337,177657,733690,1541747
2022-09-20,11 21 23 32 48,3 12,europe,0,7,11,41,999,1771,2396,25261,43062,103568,130620,605372,1453014
2022-09-23,14 15 22 35 48,3 8,europe,1,8,7,78,1223,3125,2570,46012,55468,116597,251145,826670,1738164
2022-09-27,4 20 21 34 44,1 3,europe,0,4,3,28,493,1039,1145,16185,23499,54838,90109,357150,796179
2022-09-30,1 2 11 16 26,3 12,europe,0,4,8,35,939,1410,2396,20078,37307,98004,104135,506261,1280166
2022-10-04,3 18 28 42 43,3 12,europe,0,6,8,34,563,1135,1400,16195,26024,61054,83444,379440,888552
2022-10-07,26 27 42 45 50,1 12,europe,0,1,7,28,610,1304,1399,21194,26962,69411,114346,419972,1151977
2022-10-11,8 23 32 35 40,1 8,europe,0,1,5,27,677,1308,1654,18717,28746,64639,102097,395850,900105
2022-10-14,24 28 29 34 48,3 7,europe,0,3,4,47,684,2196,1505,37816,33592,69182,233505,542207,1099185
2022-10-18,3 5 13 42 48,1 6,europe,0,4,5,31,595,1372,1504,21352,30673,73614,108701,451977,1064813
2022-10-21,25 26 28 38 40,1 6,europe,0,2,11,35,829,1731,1865,26235,36432,85805,146703,558724,1324150
2022-10-25,7 24 34 39 46,1 6,europe,0,2,5,32,643,1407,1534,22103,29347,72763,122624,453110,1095415
2022-10-28,14 16 21 28 35,1 11,europe,0,1,16,73,2319,1966,7431,27405,45029,124632,144772,618311,1628382
2022-11-01,19 37 42 47 48,1 6,europe,0,2,8,25,626,1347,1439,22587,28884,70570,126246,446372,1075611
2022-11-04,2 11 37 45 47,2 3,europe,1,2,10,51,1100,2139,2259,33996,51290,104682,193417,797170,1616411
2022-11-08,3 5 32 33 50,1 8,europe,0,3,3,15,451,979,1108,16606,22369,51701,90609,355759,821545
2022-11-11,2 19 24 25 44,2 10,europe,0,3,8,35,764,1607,1585,23625,35260,78973,117657,509901,1164650
2022-11-15,13 21 24 31 33,1 12,europe,0,3,6,25,595,1176,1932,16057,26062,79418,80918,348245,1026922
2022-11-18,13 16 19 35 41,1 11,europe,0,3,11,33,658,1424,1722,21279,30629,78666,114630,463190,1201485
2022-11-22,21 22 24 29 42,3 11,europe,0,2,3,20,503,1214,1170,19094,26626,60413,101554,411289,921198
2022-11-25,19 21 35 37 39,2 6,europe,0,4,10,39,812,1986,1687,30221,35846,78160,164651,533344,1156230
2022-11-29,15 20 24 35 38,8 12,europe,0,1,1,24,552,1051,1405,16173,25966,64037,86791,389623,972239
2022-12-02,12 21 35 39 45,6 11,europe,0,1,13,62,1122,2555,2779,38067,53798,123299,202760,776392,1820950
2022-12-06,12 20 25 26 27,8 12,europe,1,5,4,61,902,1737,2335,24294,41422,104275,123593,576321,1447771
2022-12-09,8 27 31 46 50,1 3,europe,0,2,6,35,584,1422,1432,21477,29299,64789,121538,452332,999745
2022-12-13,3 9 12 26 30,10 11,europe,0,4,17,23,780,1068,2764,14135,28374,92344,71516,353831,1065206
2022-12-16,2 15 19 35 44,2 7,europe,0,2,4,55,810,2454,1565,35975,37644,72341,180570,553257,1067805
2022-12-20,1 11 17 20 27,4 5,europe,1,7,9,52,1077,1916,2197,23778,40581,84067,111476,512306,1034823
2022-12-23,16 17 23 26 35,5 11,europe,0,2,10,34,806,1846,1817,25410,39914,88854,130022,548914,1237331
2022-12-27,19 31 33 34 43,3 5,europe,1,2,1,32,518,1355,1015,20900,24579,48772,120871,363093,715483
2022-12-30,17 34 42 47 48,1 9,europe,0,4,7,45,575,1466,1419,21194,29331,68285,123442,434802,1011708
2023-01-03,20 21 29 45 46,3 10,europe,0,2,5,21,400,923,903,15877,20261,46476,90728,331619,755050
2023-01-06,16 31 35 44 45,4 12,europe,0,2,0,21,535,1290,1362,17414,25411,63472,94055,390026,986599
2023-01-10,11 13 34 40 42,3 10,europe,0,0,5,28,552,1334,1342,19941,25943,59495,105242,398664,911043
2023-01-13,4 13 25 33 37,5 10,europe,1,5,11,66,1124,2343,2818,31940,48995,116575,163100,667206,1566569
2023-01-17,18 21 30 46 50,2 6,europe,0,6,3,30,415,1174,962,18805,21186,46272,107208,330237,717298
2023-01-20,3 6 13 40 42,7 11,europe,0,4,8,36,726,1649,1588,24580,34871,78980,127330,506287,1128008
2023-01-24,11 27 41 43 47,7 11,europe,0,2,4,34,496,1315,1076,19025,24315,50173,98362,360151,748772
2023-01-27,8 9 15 19 31,10 12,europe,0,4,13,33,797,1505,2624,20087,33629,111310,101419,465139,1474197
2023-01-31,7 12 19 33 43,3 7,europe,1,3,5,99,972,3897,1722,47231,42115,74951,199918,544979,1000376
2023-02-03,2 14 17 32 45,3 10,europe,0,7,30,97,1623,3561,4033,49800,68391,159540,261401,969875,2249589
2023-02-07,2 8 34 44 47,3 9,europe,0,5,6,19,447,1268,1050,20488,22536,49757,121583,361349,778049
2023-02-10,3 13 25 36 47,3 8,europe,0,12,17,83,1151,3184,2099,35034,41898,82058,176046,592301,1160251
2023-02-14,24 26 38 43 46,2 3,europe,0,4,2,21,611,1078,1144,16539,25640,53177,95339,392777,803215
2023-02-17,8 23 27 42 45,1 9,europe,0,2,10,38,915,1931,2131,28368,39444,95550,146242,553040,1322109
2023-02-21,21 22 34 41 49,2 7,europe,0,2,3,37,591,1597,1240,24718,27372,57167,145813,418022,861278
2023-02-24,7 23 34 42 48,1 3,europe,1,2,11,65,1295,1942,2780,29277,48033,103245,158336,653739,1414630
2023-02-28,12 29 33 37 47,5 10,europe,0,5,10,29,522,1167,1123,16880,23943,55554,89949,345266,795288
2023-03-03,3 6 8 24 50,10 11,europe,0,9,23,71,1574,2768,4170,38046,63197,175575,197887,887391,2391851
2023-03-07,11 13 24 35 50,6 11,europe,1,5,11,52,1066,2235,2142,32721,44979,103188,164414,655921,1519654
2023-03-10,9 16 37 38 48,2 7,europe,0,4,3,35,620,1879,1395,29236,30605,64889,172837,481535,993900
2023-03-14,16 26 28 31 46,11 12,europe,0,3,6,27,472,890,1289,12806,21120,59941,68655,299524,853081
2023-03-17,5 15 26 37 49,8 11,europe,0,7,10,31,741,1409,1816,21143,33206,77603,112699,478919,1136779
2023-03-21,1 9 20 29 32,2 3,europe,0,2,6,28,711,1360,1379,19222,31063,61825,102509,442730,881019
2023-03-24,5 12 25 36 46,6 10,europe,1,6,7,34,864,1710,1896,24195,34942,85287,125436,506644,1225880
2023-03-28,16 21 34 36 44,9 10,europe,0,1,4,19,473,779,1050,11497,20191,47747,63320,304758,713672
2023-03-31,16 18 28 34 47,5 10,europe,0,2,3,27,676,1514,1501,22272,31227,70706,119432,463717,1058817
2023-04-04,10 16 31 33 50,3 8,europe,0,2,5,16,475,1348,1112,22024,24416,51848,123299,374844,785097
2023-04-07,5 26 28 36 46,6 12,europe,0,2,6,33,664,1641,1594,19377,30798,71565,105720,429199,1083158
2023-04-11,10 14 16 19 29,2 10,europe,0,2,10,33,790,1498,1874,19088,31615,74016,94853,409669,975578
2023-04-14,4 11 37 44 49,6 7,europe,0,2,7,30,867,1645,1677,25265,37902,77447,141622,560348,1123822
2023-04-18,17 21 23 35 37,10 11,europe,0,4,6,37,645,1083,1682,16568,29365,79242,84684,402950,1089552
2023-04-21,7 8 18 33 42,2 8,europe,0,3,13,75,1279,3538,2747,47595,54053,113805,234770,745626,1600549
2023-04-25,10 29 30 40 45,1 12,europe,0,1,5,40,648,1717,1695,19750,31233,79582,108657,418973,1119406
2023-04-28,11 13 16 23 34,1 10,europe,0,1,14,49,1194,2040,3272,29204,51296,140130,147338,697582,1866740
2023-05-02,7 32 44 47 48,7 8,europe,0,2,6,27,759,1705,1469,24471,37168,72324,132698,553646,1069150
2023-05-05,3 8 18 34 49,3 7,europe,3,7,9,69,1270,4046,2521,60931,57893,113767,325394,837510,1672707
2023-05-09,13 17 21 28 46,7 9,europe,0,0,5,42,851,2057,1477,25727,35739,64835,120240,455562,859732
2023-05-12,9 10 13 39 44,4 6,europe,0,3,8,36,676,1824,1446,30108,34193,76574,158399,530715,1183027
2023-05-16,4 6 9 14 37,4 11,europe,0,1,7,24,619,1249,1378,17659,28842,65918,90548,392797,921483
2023-05-19,18 27 34 41 49,3 9,europe,0,3,10,44,854,2169,1724,30151,34696,70468,164870,491058,1016739
2023-05-23,5 6 14 23 34,2 11,europe,0,3,7,38,710,1377,1826,19268,30860,74395,98805,417707,992176
2023-05-26,15 25 37 38 41,1 7,europe,0,4,3,31,733,1525,1524,24475,33279,72955,142592,499263,1098037
2023-05-30,27 29 32 33 47,2 8,europe,0,5,5,25,504,1423,1059,23583,24707,55123,137171,390205,869044
2023-06-02,3 12 15 25 43,10 11,europe,1,7,19,43,1432,2355,4021,33967,58189,163451,176285,805125,2190204
2023-06-06,13 21 32 39 50,2 10,europe,0,2,10,13,483,1069,1277,15267,21545,53210,81443,323130,788725
2023-06-09,18 26 36 41 50,11 12,europe,0,0,6,27,491,1106,1246,16897,24280,61820,90562,368537,984666
2023-06-13,15 16 21 41 50,5 6,europe,0,2,4,24,431,1137,1003,17324,23096,47792,94572,370621,754062
